Number,Kannada,in English,Mispelled Kannada
548,ವ್ಯಾಪಕ,wide,ವ್ಯಪಕ
549,ಪಟ,sail,ಪಠಾ
550,ವಸ್ತು,material,ವಸ್ತ
551,ಕ,fraction,ಕ
552,ಅರಣ್ಯ,forest,ಅರಣ್
553,ಕುಳಿತು,sit,ಕುಳಿತ
554,ಓಟದ,race,ಓಠಾದ
555,ವಿಂಡೋ,window,ವಿಡೋ
556,ಅಂಗಡಿ,store,ಅಂಗಡ
557,ಬೇಸಿಗೆ,summer,ಬಸಿಗೆ
558,ರೈಲು,train,ರಲು
559,ನಿದ್ರೆ,sleep,ನದ್ರೆ
560,ಸಾಬೀತು,prove,ಸಾಬೀತ
561,ಒಂಟಿ,lone,ಒಂಟ
562,ಲೆಗ್,leg,ಲೆಗ
563,ವ್ಯಾಯಾಮ,exercise,ವ್ಯಯಾಮ
564,ಗೋಡೆಯ,wall,ಗಡೆಯ
565,ಕ್ಯಾಚ್,catch,ಕ್ಯಾಚ
566,ಆರೋಹಣ,mount,ಆರಹಣ
567,ಬಯಸುವ,wish,ಬಯಸವ
568,ಆಕಾಶ,sky,ಆಕಶ
569,ಬೋರ್ಡ್,board,ಬರ್ಡ್
570,ಸಂತೋಷ,joy,ಸತೋಷ
571,ಚಳಿಗಾಲದ,winter,ಚಳಗಾಲದ
572,ಶನಿ,sat,ಶನ
573,ಬರೆದ,written,ಬರುದ
574,ಕಾಡು,wild,ಕಾಡ
575,ವಾದ್ಯ,instrument,ವಾದ
576,ಇದ್ದರು,kept,ಇದ್ದರ
577,ಗಾಜಿನ,glass,ಗಜಿನ
578,ಹುಲ್ಲು,grass,ಹಲ್ಲ
579,ಹಸುವಿನ,cow,ಹಸವಿನ
580,ಕೆಲಸ,job,ಕಲಸ
581,ಅಂಚಿನ,edge,ಅಂಚನ
582,ಸೈನ್,sign,ಸೈನ
583,ಭೇಟಿ,visit,ಭೇಟ
584,ಕಳೆದ,past,ಕಳದ
585,ಮೃದು,soft,ಮೃದ
586,ಮೋಜಿನ,fun,ಮಜಿನ
587,ಪ್ರಕಾಶಮಾನವಾದ,bright,ಪ್ರಕಶಮಾನವದ
588,ಅನಿಲ,gas,ಅನಲ
589,ಹವಾಮಾನ,weather,ಹವಾಮನ
590,ತಿಂಗಳು,month,ತಗಳು
591,ಮಿಲಿಯನ್,million,ಮಿಲಿಯನ
592,ಕರಡಿ,bear,ಕರಡ
593,ಅಂತಿಮ,finish,ಅಂತಮ
594,ಸಂತೋಷ,happy,ಸಂತಷ
595,ಭಾವಿಸುತ್ತೇವೆ,hope,ಭಾವಿಸುತವೆ
596,ಹೂವಿನ,flower,ಹವಿನ
597,ಬಟ್ಟೆಗೆ,clothe,ಬಟ್ಟಗೆ
598,ವಿಚಿತ್ರ,strange,ವಚಿತ್ರ
599,ಹೋದ,gone,ಹದ
600,ವ್ಯಾಪಾರ,trade,ವ್ಯಪಾರ
601,ಮಧುರ,melody,ಮಧರ
602,ಮಧುರ,melody,ಮಧುರಿ
603,ಕಚೇರಿ,office,ಕಚರಿ
604,ಸ್ವೀಕರಿಸಲು,receive,ಸ್ವೀಕರಸಲು
605,ಸಾಲು,row,ಸಲು
606,ಬಾಯಿ,mouth,ಬಾಯ
607,ನಿಖರ,exact,ನಖರ
608,ಚಿಹ್ನೆ,symbol,ಚಿಹ
609,ಸಾಯುವ,die,ಸಾಯವ
610,ಕನಿಷ್ಠ,least,ಕನಿಷ
611,ತೊಂದರೆ,trouble,ತೊಂದರ
612,ಕೂಗು,shout,ಕೂಗ
613,ಹೊರತುಪಡಿಸಿ,except,ಹರತುಪಡಿಸಿ
614,ಬರೆದ,wrote,ಬರದ
615,ಬೀಜ,seed,ಬಜ
616,ಟೋನ್,tone,ಟನ
617,ಸೇರಲು,join,ಸೇರಲ
618,ಸಲಹೆ,suggest,ಸಲಹ
619,ಕ್ಲೀನ್,clean,ಕ್ಲನ್
620,ಬ್ರೇಕ್,break,ಬ್ರಕ್
621,ಮಹಿಳೆ,lady,ಮಹಳೆ
622,ಹೊಲದಲ್ಲಿ,yard,ಹೊಲದಲ
623,ಏರಿಕೆ,rise,ಏರಕೆ
624,ಕೆಟ್ಟ,bad,ಕೆಟ
625,ಬ್ಲೋ,blow,ಬ
626,ತೈಲ,oil,ತಲ
627,ರಕ್ತ,blood,ರಕ
628,ಟಚ್,touch,ಟಚ
629,ಬೆಳೆಯಿತು,grew,ಬೆಳೆಯಿತ
630,ಶೇ,cent,ಶ
631,ಮಿಶ್ರಣ,mix,ಮಶ್ರಣ
632,ತಂಡ,team,ತಂದ
633,ತಂತಿ,wire,ತಂತ
634,ವೆಚ್ಚ,cost,ವೆಚ
635,ಕಳೆದು,lost,ಕಳದು
636,ಕಂದು,brown,ಕಂದ
637,ಭಾಷೆಗಳು,wear,ಭಷೆಗಳು
638,ತೋಟದ,garden,ತಟದ
639,ಸಮಾನ,equal,ಸಮನ
640,ಕಳುಹಿಸಿದ,sent,ಕಳಹಸಿದ
641,ಆಯ್ಕೆ,choose,ಆಯ್ಕ
642,ಕುಸಿಯಿತು,fell,ಕಸಿಯಿತು
643,ಸರಿಹೊಂದದ,fit,ಸರಹೊಂದದ
644,ಹರಿಯುವಂತೆ,flow,ಹರಿಯವಂತೆ
645,ನ್ಯಾಯೋಚಿತ,fair,ನಯೋಚಿತ
646,ಬ್ಯಾಂಕ್,bank,ಬ್ಯಾಂಕ
647,ಸಂಗ್ರಹಿಸಲು,collect,ಸಂಗಹಿಸಲು
648,ಉಳಿಸಲು,save,ಉಳಸಲ
649,ನಿಯಂತ್ರಣ,control,ನಿಯಂತಣ
650,ದಶಮಾಂಶ,decimal,ದಶಮಾಶ
651,ಕಿವಿ,ear,ಕವಿ
652,ಬೇರೆ,else,ಬೇರ
653,ಸಾಕಷ್ಟು,quite,ಸಕಷ್ಟು
654,ಮುರಿಯಿತು,broke,ಮುರಯಿತು
655,ಸಂದರ್ಭದಲ್ಲಿ,case,ಸಂದರ್ಭದಲ
656,ಮಧ್ಯಮ,middle,ಮಧಮ
657,ಕೊಲ್ಲಲು,kill,ಕೊಲ್ಲಲ
658,ಮಗ,son,ವಗ
659,ಸರೋವರದ,lake,ಸರವರದ
660,ಕ್ಷಣ,moment,ಕಣ
661,ಪ್ರಮಾಣದ,scale,ಪಮಾಣದ
662,ಜೋರಾಗಿ,loud,ಜೋರಾಗ
663,ವಸಂತ,spring,ವಸತ
664,ಗಮನಿಸಿ,observe,ಗಮನಸಿ
665,ಮಗು,child,ಮಗ
666,ನೇರ,straight,ನರ
667,ವ್ಯಂಜನ,consonant,ವ್ಯಜನ
668,ರಾಷ್ಟ್ರದ,nation,ರಾಷ್ಟ್ರದ
669,ನಿಘಂಟು,dictionary,ನಘಂಟು
670,ಹಾಲು,milk,ಹಾಲ
671,ವೇಗ,speed,ವಗ
672,ವಿಧಾನ,method,ವಿಧನ
673,ಅಂಗ,organ,ಅಂಗಿ
674,ಪಾವತಿ,pay,ಪವತಿ
675,ವಯಸ್ಸು,age,ವಯಸ
676,ವಿಭಾಗ,section,ವಭಾಗ
677,ಉಡುಗೆ,dress,ಉಡಗೆ
678,ಮೋಡದ,cloud,ಮಡದ
679,ಅನಿರೀಕ್ಷಿತ,surprise,ಅನರೀಕ್ಷಿತ
680,ಸ್ತಬ್ಧ,quiet,ಸ್ತಬ
681,ಕಲ್ಲು,stone,ಕಲ್ಲ
682,ಸಣ್ಣ,tiny,ಸಣ್
683,ಏರಿಕೆಗೆ,climb,ಏರಕೆಗೆ
684,ತಂಪಾಗಿದೆ,cool,ತಂಪಗಿದೆ
685,ವಿನ್ಯಾಸ,design,ವನ್ಯಾಸ
686,ಕಳಪೆ,poor,ಕಳಪ
687,ಬಹಳಷ್ಟು,lot,ಬಹಳಷ್ಟ
688,ಪ್ರಯೋಗ,experiment,ಪಯೋಗ
689,ಕೆಳಗೆ,bottom,ಕಳಗ
690,ಪ್ರಮುಖ,key,ಪ್ರಮಖ
691,ಕಬ್ಬಿಣದ,iron,ಕಬ್ಬಿಣದ
692,ಏಕ,single,ಏಕ್
693,ಸ್ಟಿಕ್,stick,ಸ್ಟಿಕ
694,ಫ್ಲಾಟ್,flat,ಫ್ಲಾಟ
695,ಇಪ್ಪತ್ತು,twenty,ಇಪ್ಪತ್ತ
696,ಚರ್ಮದ,skin,ಚಮದ
697,ಸ್ಮೈಲ್,smile,ಸ್ಮೈಲ
698,ಕ್ರೀಸ್,crease,ಕ್ರಸ್
699,ರಂಧ್ರ,hole,ರಂಧ್
700,ಜಿಗಿತವನ್ನು,jump,ಜಗಿತವನ್ನು
701,ಬೇಬಿ,baby,ಬೇಬ
702,ಎಂಟು,eight,ಎಂಟ
703,ಹಳ್ಳಿಯ,village,ಹಳ್ಳಯ
704,ಭೇಟಿ,meet,ಭೇಟ
705,ಮೂಲ,root,ಮಲ
706,ಖರೀದಿ,buy,ಖರದಿ
707,ಹೆಚ್ಚಿಸಲು,raise,ಹೆಚ್ಚಸಲು
708,ಪರಿಹರಿಸಲು,solve,ಪರಹರಿಸಲು
709,ಲೋಹದ,metal,ಲಹದ
710,ಎಂಬುದನ್ನು,whether,ಎಂಬದನ್ನು
711,ಪುಶ್,push,ಪುಶ
712,ಏಳು,seven,ಏಳ
713,ಪ್ಯಾರಾಗ್ರಾಫ್,paragraph,ಪ್ಯರಾಗ್ರಾಫ್
714,ಮೂರನೇ,third,ಮರನೇ
715,ಶಲ್,shall,ಶಲ
716,ನಡೆದ,held,ನಡದ
717,ಕೂದಲು,hair,ಕದಲು
718,ವಿವರಿಸಲು,describe,ವಿವರಿಸಲ
719,ಅಡುಗೆ,cook,ಅಡಗೆ
720,ನೆಲದ,floor,ನಲದ
721,ಎರಡೂ,either,ಎರಡ
722,ಪರಿಣಾಮವಾಗಿ,result,ಪರಿಣಾಮವಾಗ
723,ಬರ್ನ್,burn,ಬರ್ನ
724,ಬೆಟ್ಟದ,hill,ಬೆಟದ
725,ಸುರಕ್ಷಿತ,safe,ಸರಕ್ಷಿತ
726,ಬೆಕ್ಕು,cat,ಬೆಕ್ಕ
727,ಶತಮಾನದ,century,ಶತಮನದ
728,ಪರಿಗಣಿಸಲು,consider,ಪರಗಣಿಸಲು
729,ಮಾದರಿ,type,ಮಾದರ
730,ಕಾನೂನು,law,ಕಾನನು
731,ಸ್ವಲ್ಪ,bit,ಸ್ವಲ
732,ಕರಾವಳಿ,coast,ಕರವಳಿ
733,ಪ್ರತಿಯನ್ನು,copy,ಪತಿಯನ್ನು
734,ನುಡಿಗಟ್ಟು,phrase,ನಡಿಗಟ್ಟು
735,ಮೂಕ,silent,ಮಕ
736,ಎತ್ತರದ,tall,ಎತ್ರದ
737,ಮರಳು,sand,ಮರಳ
738,ಮಣ್ಣಿನ,soil,ಮಣ್ಣನ
739,ರೋಲ್,roll,ರೋಲ
740,ತಾಪಮಾನ,temperature,ತಪಮಾನ
741,ಬೆರಳು,finger,ಬೆರಳ
742,ಉದ್ಯಮ,industry,ಉದಮ
743,ಮೌಲ್ಯ,value,ಮಲ್ಯ
744,ಹೋರಾಟ,fight,ಹೋರಟ
745,ಸುಳ್ಳು,lie,ಸಳ್ಳು
746,ಬೀಟ್,beat,ಬಟ್
747,ಪ್ರಚೋದಿಸಲು,excite,ಪ್ರಚೋದಿಸಲ
748,ನೈಸರ್ಗಿಕ,natural,ನಸರ್ಗಿಕ
749,ವೀಕ್ಷಿಸಿ,view,ವಕ್ಷಿಸಿ
750,ಅರ್ಥದಲ್ಲಿ,sense,ಅರ್ಥದಲ
